results_studies_id,results_id,results_position,results_queries_id,results_url,results_main,results_se,hash
53,687568,43,3621,"Migranten Bad Kissingen","https://www.aerzteblatt.de/nachrichten/66379/Tele-AID-Pilotprojekt-zur-telemedizinischen-Versorgung-von-Asylbewerbern-in-Bad-Kissingen",https://www.aerzteblatt.de/,Google
53,687569,44,3621,"Migranten Bad Kissingen","https://www.deutsche-rentenversicherung.de/OldenburgBremen/DE/Allgemein/Migration/Downloads/Reha-Tag/vortrag_dr.kaiser-bieg.html;jsessionid=D44DD431B1A503CFE6A384896EAFE9AC.delivery1-3-replication",https://www.deutsche-rentenversicherung.de/,Google
53,687570,45,3621,"Migranten Bad Kissingen","https://www.ztm.de/wissen/szenarien/szenarien-fluechtlingsmedizin",https://www.ztm.de/,Google
53,687571,46,3621,"Migranten Bad Kissingen","https://partnerschaftskomitee-badkissingen.de/jugend-schule/",https://partnerschaftskomitee-badkissingen.de/,Google
53,687572,47,3621,"Migranten Bad Kissingen","https://www.hallo-muenchen.de/bayern/bad-kissingen-testet-telemedizin-fuer-fluechtlinge-zr-6326188.html",https://www.hallo-muenchen.de/,Google
53,687573,48,3621,"Migranten Bad Kissingen","http://refugeeswelcomemap.de/bayern/",http://refugeeswelcomemap.de/,Google
53,687574,49,3621,"Migranten Bad Kissingen","https://www.drkwernigerode.de/das-drk/adressen/kreisverbaende/detail/0260.html?cHash=989cfce2c555c45eea8232621970dfb6",https://www.drkwernigerode.de/,Google
53,687575,50,3621,"Migranten Bad Kissingen","https://www.fruehfoerderung-bayern.de/fileadmin/files/PDFs/RISKID-Auswertungen/RISKID_Landkreis_Bad_Kissingen.pdf",https://www.fruehfoerderung-bayern.de/,Google
53,687576,51,3621,"Migranten Bad Kissingen","https://www.bbw.de/karriere/offene-stellen/",https://www.bbw.de/,Google
53,687577,52,3621,"Migranten Bad Kissingen","https://www.cupvitalis.de/Mobil_Presse.php",https://www.cupvitalis.de/,Google
53,687578,53,3621,"Migranten Bad Kissingen","https://www.desi-sozialforschung-berlin.de/migration-und-integration/",https://www.desi-sozialforschung-berlin.de/,Google
53,687579,54,3621,"Migranten Bad Kissingen","https://www.bs-kg.de/downloads2/anmeldung",https://www.bs-kg.de/,Google
53,687580,55,3621,"Migranten Bad Kissingen","https://badkissingen.bildungsportal-bayern.info/infothek/infos-fuer-bildungsinteressierte/",https://badkissingen.bildungsportal-bayern.info/,Google
53,687581,56,3621,"Migranten Bad Kissingen","https://www.br.de/radio/bayern1/programmkalender/ausstrahlung-2381854.html",https://www.br.de/,Google
53,687582,57,3621,"Migranten Bad Kissingen","https://www.freie-wohlfahrtspflege-bayern.de/informationen/migrationsberatung-bayern/kartenansicht/",https://www.freie-wohlfahrtspflege-bayern.de/,Google
53,687583,58,3621,"Migranten Bad Kissingen","https://www.existenzgruender.de/DE/GO/Gruendungsgeschichten/Bayerische-Rhoen-Bad-Kissingen/inhalt.html",https://www.existenzgruender.de/,Google
53,687584,59,3621,"Migranten Bad Kissingen","https://www.destatis.de/GPStatistik/servlets/MCRFileNodeServlet/BYMonografie_derivate_00000289/200811A2.pdf;jsessionid=A6627B8BA7322AE78A070DFEF8BECBC2",https://www.destatis.de/,Google
53,687585,60,3621,"Migranten Bad Kissingen","https://alter-pflege-demenz-nrw.de/akteure/events/laenger-jung-mit-musik/",https://alter-pflege-demenz-nrw.de/,Google
53,687586,61,3621,"Migranten Bad Kissingen","https://www.igfm.de/fluechtlingsberatungsstellen/",https://www.igfm.de/,Google
53,687587,62,3621,"Migranten Bad Kissingen","https://awo-kreiskleve.de/2019/02/20/mit-der-awo-ins-rosenviertel-nach-bad-kissingen/",https://awo-kreiskleve.de/,Google
53,687588,63,3621,"Migranten Bad Kissingen","https://www.kompetenzzentrum-ilmenau.digital/news/item/223-wirtschaftsabend-in-bad-kissingen-digitalisierung-zum-anfassen",https://www.kompetenzzentrum-ilmenau.digital/,Google
53,687589,64,3621,"Migranten Bad Kissingen","https://www.markt-schondra.de/news/1/256008/nachrichten/256008.html?browser=1",https://www.markt-schondra.de/,Google
53,687590,65,3621,"Migranten Bad Kissingen","https://www.caritas-berlin.de/adressen/burkardus-wohnpark/87563/",https://www.caritas-berlin.de/,Google
53,687591,66,3621,"Migranten Bad Kissingen","https://kleineanfragen.de/bayern/17/23601-suizide-und-suizidversuche-bei-asylbewerberinnen-und-bewerber-2017-und-2018.txt",https://kleineanfragen.de/,Google
53,687592,67,3621,"Migranten Bad Kissingen","https://www.fleischwirtschaft.de/produktion-management/nachrichten/Fachkraeftesicherung-Integration-bietet-Chancen-34580",https://www.fleischwirtschaft.de/,Google
53,687593,68,3621,"Migranten Bad Kissingen","https://www.badkissingen.de/m_62704",https://www.badkissingen.de/,Google
53,687594,69,3621,"Migranten Bad Kissingen","https://www.bund-naturschutz.de/ueber-uns/organisation/kreisgruppen-ortsgruppen?tx_bnmaps_bn_maps_pi1%5Baction%5D=list&tx_bnmaps_bn_maps_pi1%5BargumentAction%5D=kreisgruppe&tx_bnmaps_bn_maps_pi1%5Bcontroller%5D=Map&tx_bnmaps_bn_maps_pi1%5Blocation%5D=Bad%20Kissingen&cHash=c97a47464086ef44373fcdffd175d2a6",https://www.bund-naturschutz.de/,Google
53,687595,70,3621,"Migranten Bad Kissingen","https://www.uni-due.de/iaq/projektinfo/migsoz.php",https://www.uni-due.de/,Google
53,687596,71,3621,"Migranten Bad Kissingen","https://de.linkedin.com/in/anna-maria-boll-705255147",https://de.linkedin.com/,Google
53,687597,72,3621,"Migranten Bad Kissingen","https://www.uni-wuerzburg.de/gsik/veranstaltungen/single/news/im-blick-menschenhandel-und-asyl-in-deutschland/",https://www.uni-wuerzburg.de/,Google
53,687598,73,3621,"Migranten Bad Kissingen","http://www.welten-verbinden.de/integration/beratungsstellen/",http://www.welten-verbinden.de/,Google
53,687599,74,3621,"Migranten Bad Kissingen","https://www.alpenverein.de/bergsport/inklusion-integration/good-practice-beispiele-aus-den-dav-sektionen-klettern-wandern-mit-fluechtlingen_aid_16536.html",https://www.alpenverein.de/,Google
53,687600,75,3621,"Migranten Bad Kissingen","https://www.vhs-kisshab.de/kontakt/datenschutzerklaerung/",https://www.vhs-kisshab.de/,Google
53,687601,76,3621,"Migranten Bad Kissingen","https://www.caritas-frankfurt.de/ich-suche-hilfe/senioren-und-pflege/reisen-und-erholung/reisen-und-erholung",https://www.caritas-frankfurt.de/,Google
53,687602,77,3621,"Migranten Bad Kissingen","https://pow.bistum-wuerzburg.de/aktuelle-meldungen/detailansicht/ansicht/von-der-kurseelsorge-ins-kramlaedle/",https://pow.bistum-wuerzburg.de/,Google
53,687603,78,3621,"Migranten Bad Kissingen","https://www.bpb.de/partner/foerderung/161949/stiftung-sudetendeutsches-sozial-und-bildungswerk",https://www.bpb.de/,Google
53,687604,79,3621,"Migranten Bad Kissingen","https://www.mittelbayerische.de/bayern-nachrichten/bad-kissingen-testet-telemedizin-fuer-fluechtlinge-21705-art1368747.html",https://www.mittelbayerische.de/,Google
53,687605,80,3621,"Migranten Bad Kissingen","https://www.intereg.org/%C3%BCber-uns/%C3%A4ltere-veranstaltungen/migrations-minderheiten/",https://www.intereg.org/,Google
53,687606,81,3621,"Migranten Bad Kissingen","http://www.caritas-emsdetten-greven.de/aktuelles/presse/seniorenfreizeiten-nach-bad-kissingen-timmendorfer-strand-und-norderney-2c7fd57e-e768-4beb-8093-89b7",http://www.caritas-emsdetten-greven.de/,Google
